id,term,categories,alternative spellings,notable_names,appeared_year,search_results_gscholar,source_1_citation,source_1_doi,source_2_citation,source_2_doi,source_3_citation,source_3_doi,definition,definition_url,parent_id,sibling_id_1,sibling_id_2,sibling_id_3
DD4C3378,Graphic Journalism,"Motivation, Medium",,,1960-09-04T05:00:00+0000',778,"Schack, T. (2014). ‘A failure of language’: Achieving layers of meaning in graphic journalism. Journalism, 15(1), 109-127.",,"Dowling, P. (1999). Truth versus art in nineteenth‐century graphic journalism: The colonial Australian case. Media History, 5(2), 109-125.",,"Schlichting, L. (2016). Interactive graphic journalism. VIEW Journal of European Television History and Culture, 5(10).",,,,,,,
3FD7CDEB,Grassroots Journalism,Audience,,,2005-02-21T05:00:00+0000',4030,"Gillmor, D. (2006). We the media: Grassroots journalism by the people, for the people. "" O'Reilly Media, Inc."".",,"Lasica, J. D. (2003). Blogs and journalism need each other. Nieman reports, 57(3), 70-74.",,"Gillmor, D. (2004, August). We the media: Technology empowers a new grassroots journalism. In Proceedings of the fifteenth ACM conference on Hypertext and hypermedia (pp. 270-271). ACM.",,,,,,,
F2FAC66D,Green Journalism,Motivation,,,null,110,"Miller, T. (2015). Unsustainable journalism. Digital Journalism, 3(5), 653-663.",,"Singer, J. B., Domingo, D., Heinonen, A., Hermida, A., Paulussen, S., Quandt, T., ... & Vujnovic, M. (2011). Participatory journalism: Guarding open gates at online newspapers. John Wiley & Sons.",,"Finlay, A. (2012). Systemic challenges to reporting complexity in journalism: HIV/Aids and climate change in Africa. Ecquid Novi: African Journalism Studies, 33(1), 15-25.",,,,,,,
104BD8F4,Hacker Journalism,Technology,,,null,35,"Baack, S. (2015). Datafication and empowerment: How the open data movement re-articulates notions of democracy, participation, and journalism. Big Data & Society, 2(2), 2053951715594634.",,"Usher, N. (2016). Interactive journalism: Hackers, data, and code. University of Illinois Press.",,"Pickard, V. (2015). The return of the nervous liberals: Market fundamentalism, policy failure, and recurring journalism crises. The Communication Review, 18(2), 82-97.",,,,,,,
407F893F,Hate Journalism,Motivation,,,null,84,"Siapera, E., & Papadopoulou, L. Hate as a ‘hook’: The political and affective economy of ‘hate journalism’. Journalism, 1464884920985728.",https://doi.org/10.1177%2F1464884920985728,"Aghadiegwu, U. C., & Ogbonna, U. A. (2015). The rise of hate and peace journalism in the Nigerian democratization process: the place of the new media. Communication Panorama African and Global Perspectives, 1(1).",,"Ranger, T. (2005). The rise of patriotic journalism in Zimbabwe and its possible implications. Westminster Papers in communication and culture, 2.",,,,,,,
32856E08,Health Journalism,Beat,,,2001-01-04T05:00:00+0000',2790,"Molyneux, L., & Holton, A. (2015). Branding (health) journalism: Perceptions, practices, and emerging norms. Digital journalism, 3(2), 225-242.",,"Hodgetts, D., Chamberlain, K., Scammell, M., Karapu, R., & Waimarie Nikora, L. (2008). Constructing health news: possibilities for a civic-oriented journalism. Health:, 12(1), 43-66.",,"Schwitzer, G. (2010, October). The future of health journalism. In Public Health Forum (Vol. 18, No. 3, pp. 19-20). De Gruyter.",,,,,,,
6A44AC0B,Hip-Hop Journalism,Beat,,,2004-04-07T05:00:00+0000',215,"McLeod, K. (2002). The politics and history of hip-hop journalism. In Popular Music and the Press. Temple University Press Philadelphia.",,"Oredein, T. T. (2015). Violent trends in hip-hop entertainment journalism: a content analysis of hip-hop websites & radio programming (Doctoral dissertation, Rutgers University-School of Public Health).",,,,,,,,,
C1BBA724,Horse-race Journalism,"Beat, Motivation",Horse race Journalism,,1988-04-23T05:00:00+0000',816,"Broh, C. A. (1980). Horse-race journalism: Reporting the polls in the 1976 presidential election. Public Opinion Quarterly, 44(4), 514-529.",https://doi.org/10.1086/268620,"Faßbinder, K. (2009). Endspurt. Mediales Horse-Racing im Wahlkampf. Publizistik, 54(4), 499.",https://doi.org/10.1007/s11616-009-0062-9,"Brettschneider, F. (2008). Horse Race Coverage. The International Encyclopedia of Communication.",https://doi.org/10.1002/9781405186407.wbiech022,"""Horse race journalism is political journalism of elections that resembles coverage of horse races because of the focus on polling data, public perception instead of candidate policy, and almost exclusive reporting on candidate differences rather than similarities. ""For journalists, the horse-race metaphor provides a framework for analysis. A horse is judged not by its own absolute speed or skill, but rather by its comparison to the speed of other horses, and especially by its wins and losses.""""","Horse race journalism. https://en.wikipedia.org/wiki/Horse_race_journalism (05.12.19) (Zitat in: Broh, Anthony (Winter 1980). ""Horse-Race Journalism: Reporting the Polls in the 1976 Presidential Election"". The Public Opinion Quarterly. 44 (4): 514–529. doi: 10.1086/268620. JSTOR 2748469.)",,,,
DB9218E2,Humanitarian Journalism,"Motivation, Beat",,,null,169,"Tusan, M. (2012). Humanitarian Journalism: The Career of Lady Isabella Somerset. In Women in Journalism at the Fin de Siècle (pp. 91-109). Palgrave Macmillan, London.",,"Scott, M., Bunce, M., & Wright, K. (2018). The State of Humanitarian Journalism.",,"Allan, S., & Thorsen, E. (Eds.). (2009). Citizen journalism: Global perspectives (Vol. 1). Peter Lang.",,"""Humanitarian journalism can be defined, very broadly, as the production of factual accounts about crises and issues that affect human welfare. This can be broken down into two broad approaches: “traditional” reporting about humanitarian crises and issues, and advocacy journalism that aims to improve humanitarian outcomes. In practice, there is overlap between the two approaches.""","Bunce, M., Scott, M. & Wright, K. (2019, Mar). Humanitarian Journalism. https://oxfordre.com/communication/view/10.1093/acrefore/9780190228613.001.0001/acrefore-9780190228613-e-821?rskey=2lt5bm&result=1",,,,
B381F804,Hyperlocal Journalism,Location,,,2007-01-14T05:00:00+0000',608,"Paulussen, S., & D'heer, E. (2013). Using citizens for community journalism: Findings from a hyperlocal media project. Journalism Practice, 7(5), 588-603.",,"Beckett, C. (2010). The value of networked journalism.",,"Metzgar, E. T., Kurpius, D. D., & Rowley, K. M. (2011). Defining hyperlocal media: Proposing a framework for discussion. new media & society, 13(5), 772-787.",,"""Where traditional local media have struggled financially and cut back on staff and editorial resources, many parts of the world have witnessed the rise of small digital start‐ups and community‐ or citizen‐initiated journalism and information sharing, which is creating new services as well as communication platforms that are often hyperlocal in character. The term hyperlocal is mostly used to describe online local news sites that emerge outside traditional channels and platforms of mainstream news.""","Hess, K & Waller, L. (2019, 29 Apr). Hyperlocal Journalism. https://doi.org/10.1002/9781118841570.iejs0136",,,,
ACD7E29F,Immersion Journalism,Motivation,,,2003-08-15T05:00:00+0000',529,"Hardee, G. M., & McMahan, R. P. (2017). FIJI: a framework for the immersion-journalism intersection. Frontiers in ICT, 4, 21.",https://doi.org/10.3389/fict.2017.00021,"De la Peña, N., Weil, P., Llobera, J., Giannopoulos, E., Pomés, A., Spanlang, B., ... & Slater, M. (2010). Immersive journalism: immersive virtual reality for the first-person experience of news. Presence: Teleoperators and virtual environments, 19(4), 291-301.",https://doi.org/10.1162/PRES_a_00005,"Neveu, E. (2014). Revisiting narrative journalism as one of the futures of journalism. Journalism Studies, 15(5), 533-542.",,"""Immersion journalism or immersionism is a style of journalism similar to gonzo journalism. In the style, journalists immerse themselves in a situation and with the people involved. The final product tends to focus on the experience, not the writer.""",Immerion Journalism. https://en.wikipedia.org/wiki/Immersion_journalism (05.12.19),,,,
B25E8DCE,Immersive Journalism,Technology,,Nonny de la Peña,2007-01-25T14:13:15+0000',1540,"De la Peña, N., Weil, P., Llobera, J., Giannopoulos, E., Pomés, A., Spanlang, B., ... & Slater, M. (2010). Immersive journalism: immersive virtual reality for the first-person experience of news. Presence: Teleoperators and virtual environments, 19(4), 291-301.",https://doi.org/10.1162/PRES_a_00005,"Jones, S. (2017). Disrupting the narrative: immersive journalism in virtual reality. Journal of Media Practice, 18(2-3), 171-185.",https://doi.org/10.1080/14682753.2017.1374677,"Sánchez Laws, A. L. (2017). Can Immersive Journalism Enhance Empathy?. Digital Journalism, 1-16.",https://doi.org/10.1080/21670811.2017.1389286,"""Immersive Journalism is a form of journalism production that allows first person experience of the events or situations described in news reports and documentary film. Using 3D gaming and immersive technologies that create a sense of ""being there"" and offer the opportunity to personally engage with a story, immersive journalism puts an audience member directly into the event."" ",Immersive Journalism. https://en.wikipedia.org/wiki/Immersive_journalism (05.12.19) ,,,,
07DFB551,Inclusive Journalism,"Organization, Audience",,,null,168,"Moring, T., Zilliacus, K., Rupar, V., Treadwell, G., Jørgensen, A. S., Larsen, I. K., ... & Matheson, D. (2017). Global interaction as a learning path towards inclusive journalism. Journal of Applied Journalism & Media Studies, 6(3), 485-506.",https://doi.org/10.1386/ajms.6.3.485_1,"Ford, R., Gonzales, S., & Quade, V. (2020). Collaborative and Inclusive Journalism: More Than Words. Journalism & Mass Communication Educator, 75(1), 58-63.",https://doi.org/10.1177%2F1077695819900740,"Husband, C. (2017). Framing inclusive journalism: Between necessary idealism and essential realism. Journal of Applied Journalism & Media Studies, 6(3), 425-442.",https://doi.org/10.1386/ajms.6.3.425_1,"""The idea of the inclusive society as a policy instrument is based on equality of opportunities and the equal capacity of members, irrespective of differences such as gender and faith. Operating within society, the idea of inclusive journalism follows this model, including the anthropocentric practices that exclude the living conditions and concerns of most nonhuman animals. […] for journalism to be truly inclusive the anthropocentric nature of both society and the media must be exposed, and our social practices extended beyond the species divide.""","Lockwood, A. (2019). What would 'inclusive journalism' have felt like for the pig? Journal of Apllied Journalism & media Studies 8(1), 25-43. https://doi.org/10.1386/ajms.8.1.25_1 ",,,,
6A457FE2,Indian Journalism,Location,,,1875-06-25T05:00:00+0000',1710,"Murphy, J. E., & Murphy, S. M. (1981). Let My People Know: American Indian Journalism. Norman: University of Oklahoma Press.",,"Rao, S. (2009). Glocalization of Indian journalism. Journalism Studies, 10(4), 474-488.",https://doi.org/10.1080/14616700802618563,"Natarajan, J. (1955). History of Indian Journalism. Publications Division Ministry of Information & Broadcasting.",,,,,,,
D894B8A5,Indigenous Journalism,Location,,,2020-09-21T13:17:26+0000',306,"Hanusch, F. (2013). Charting a theoretical framework for examining Indigenous journalism culture. Media International Australia, 149(1), 82-91.",https://doi.org/10.1177/1329878X1314900110,"Meadows, M. (2005). Journalism and indigenous public spheres. Pacific Journalism Review, 11(1), 36.",,"James, S. L. (1990). Development of indigenous journalism and broadcast formats: Curricular implications for communication studies in Africa. Africa Media Review, 4(1), 1-14.",,"""In attempting to arrive at a view of Indigenous journalism that allows for historical and cultural contextualization, Hanusch (2013, p. 83) defined it as the 'production and dissemination of information about contemporary affairs of general public interest and importance, by Indigenous peoples for the benefit of Indigenous but also non-Indigenous communities.'""","Hanusch, F. (2019, 29 Apr). Indigenous Journalism. https://doi.org/10.1002/9781118841570.iejs0131",,,,
